text,intent,domain,split,in_scope
can i increase my credit limit to 500 dollars,credit_limit_change,credit_cards,train,True
can i increase the credit limit on my target card,credit_limit_change,credit_cards,train,True
can i increase the credit limit for my bank of the west card,credit_limit_change,credit_cards,train,True
can i increase my credit limit to 700 dollars,credit_limit_change,credit_cards,train,True
can i increase the credit limit on my maurices card,credit_limit_change,credit_cards,train,True
can i increase the credit limit on my old navy card,credit_limit_change,credit_cards,train,True
can i increase my credit limit to 800 dollars,credit_limit_change,credit_cards,train,True
can i increase my credit limit to 1200 dollars,credit_limit_change,credit_cards,train,True
can i increase the credit limit for my chase card,credit_limit_change,credit_cards,train,True
can i increase the credit limit for my bank of america card,credit_limit_change,credit_cards,train,True
can i increase my credit limit to 1100 dollars,credit_limit_change,credit_cards,train,True
can i increase the credit limit on my walmart card,credit_limit_change,credit_cards,train,True
can you increase my credit limit to one thousand dollars,credit_limit_change,credit_cards,train,True
can my credit limit be increased to one thousand dollars,credit_limit_change,credit_cards,train,True
tell me if my credit limit can be increased to one thousand dollars,credit_limit_change,credit_cards,train,True
please see if you can increase my credit limit to one thousand dollars,credit_limit_change,credit_cards,train,True
"i want to increase my credit limit to $1000, if possible",credit_limit_change,credit_cards,train,True
can i increase thencrdeit limit for my chase visa card,credit_limit_change,credit_cards,train,True
can i increase the credit limit for my american express card,credit_limit_change,credit_cards,train,True
can i increase the credit limit for my western union credit card,credit_limit_change,credit_cards,train,True
can i increase the credit limit for my wells fargo credit card,credit_limit_change,credit_cards,train,True
can i increase the credit limit for my visa platinum card,credit_limit_change,credit_cards,train,True
is it possible to increase the credit limit for my discover card,credit_limit_change,credit_cards,train,True
is it possible to raise the credit limit for my discover card,credit_limit_change,credit_cards,train,True
can i raise the credit limit for my discover card,credit_limit_change,credit_cards,train,True
will they let me up my credit limit to $1000,credit_limit_change,credit_cards,train,True
will i be able to increase my credit limit to $1000,credit_limit_change,credit_cards,train,True
can i up my credit limit to $1000,credit_limit_change,credit_cards,train,True
am i allowed to increase my credit limit to $1000,credit_limit_change,credit_cards,train,True
is it possible to increase my credit limit to $1000,credit_limit_change,credit_cards,train,True
can i get more money on my discover card,credit_limit_change,credit_cards,train,True
help increasing credit on discover card,credit_limit_change,credit_cards,train,True
what kinds of things are you into,what_are_your_hobbies,small_talk,train,True
what's your favorite hobby,what_are_your_hobbies,small_talk,train,True
what do you like to do in your spare time,what_are_your_hobbies,small_talk,train,True
what do you do for fun,what_are_your_hobbies,small_talk,train,True
do you have any hobbies,what_are_your_hobbies,small_talk,train,True
do you have any past-times,what_are_your_hobbies,small_talk,train,True
what are your favorite hobbies to take part in,what_are_your_hobbies,small_talk,train,True
what things do you like to do,what_are_your_hobbies,small_talk,train,True
what are your favorite hobbies,what_are_your_hobbies,small_talk,train,True
what are your favorite things to do,what_are_your_hobbies,small_talk,train,True
what are ai's hobbies,what_are_your_hobbies,small_talk,train,True
i want to know if you have hobbies,what_are_your_hobbies,small_talk,train,True
i'd like to know your hobbies,what_are_your_hobbies,small_talk,train,True
let's talk about your hobbies,what_are_your_hobbies,small_talk,train,True
can you tell me about your hobbies,what_are_your_hobbies,small_talk,train,True
tell me your hobbies,what_are_your_hobbies,small_talk,train,True
do ai have hobbies and if so what are yours,what_are_your_hobbies,small_talk,train,True
what are you hobbies,what_are_your_hobbies,small_talk,train,True
do you have any hobbies to speak of,what_are_your_hobbies,small_talk,train,True
what hobbies do you do,what_are_your_hobbies,small_talk,train,True
how do you spend your spare time,what_are_your_hobbies,small_talk,train,True
what do you like to do when you have spare time,what_are_your_hobbies,small_talk,train,True
what do you do when you're not working,what_are_your_hobbies,small_talk,train,True
is there anything you like to do in your free time,what_are_your_hobbies,small_talk,train,True
what are the things you like to do for fun,what_are_your_hobbies,small_talk,train,True
what sort of things do you or work on for fun when you have extra time,what_are_your_hobbies,small_talk,train,True
are there activities that you enjoy doing in your free time,what_are_your_hobbies,small_talk,train,True
what are some things you like doing,what_are_your_hobbies,small_talk,train,True
so what sort of hobbies are you into,what_are_your_hobbies,small_talk,train,True
"what do you do when you're not working, for fun",what_are_your_hobbies,small_talk,train,True
what do you like to do when you're not working,what_are_your_hobbies,small_talk,train,True
what sorts of things do you do to have a good time,what_are_your_hobbies,small_talk,train,True
what kind of things do you do when you have free time,what_are_your_hobbies,small_talk,train,True
can you describe your hobbies to me,what_are_your_hobbies,small_talk,train,True
please tell me your hobbies,what_are_your_hobbies,small_talk,train,True
tell me all about your hobbies,what_are_your_hobbies,small_talk,train,True
i'd like to hear about your hobbies,what_are_your_hobbies,small_talk,train,True
what things do you enjoy doing,what_are_your_hobbies,small_talk,train,True
what are some things that you enjoy,what_are_your_hobbies,small_talk,train,True
what do you like doing in your free time,what_are_your_hobbies,small_talk,train,True
do you have anything you enjoy to do,what_are_your_hobbies,small_talk,train,True
i like to paint in my free time-do you have any hobbies like that,what_are_your_hobbies,small_talk,train,True
what hobbies do you like doing,what_are_your_hobbies,small_talk,train,True
do you enjoy any hobbies,what_are_your_hobbies,small_talk,train,True
what other hobbies do you enjoy,what_are_your_hobbies,small_talk,train,True
what kinds of hobbies do you enjoy,what_are_your_hobbies,small_talk,train,True
what are some of the hobbies you enjoy doing,what_are_your_hobbies,small_talk,train,True
what do you enjoy doing while not working,what_are_your_hobbies,small_talk,train,True
any hobbies,what_are_your_hobbies,small_talk,train,True
what do you do to occupy your free time,what_are_your_hobbies,small_talk,train,True
i would like to know what hobbies you enjoy,what_are_your_hobbies,small_talk,train,True
what hobbies pique your interest,what_are_your_hobbies,small_talk,train,True
what do you do in your spare time,what_are_your_hobbies,small_talk,train,True
what do you do for hobbies,what_are_your_hobbies,small_talk,train,True
what sorts of activities do you enjoy,what_are_your_hobbies,small_talk,train,True
what kinds of activities do you enjoy,what_are_your_hobbies,small_talk,train,True
what types of activities do you enjoy,what_are_your_hobbies,small_talk,train,True
what sorts of hobbies do you enjoy,what_are_your_hobbies,small_talk,train,True
what kind of activities do you enjoy,what_are_your_hobbies,small_talk,train,True
what's your hobbies,what_are_your_hobbies,small_talk,train,True
what things do you do for fun,what_are_your_hobbies,small_talk,train,True
what hobbies do you like,what_are_your_hobbies,small_talk,train,True
what do you like to do for fun,what_are_your_hobbies,small_talk,train,True
what are some things you like to do,what_are_your_hobbies,small_talk,train,True
tell me what you do for fun,what_are_your_hobbies,small_talk,train,True
can you tell me some of your hobbies,what_are_your_hobbies,small_talk,train,True
might you have any hobbies,what_are_your_hobbies,small_talk,train,True
what kinds of things do you do for hobbies,what_are_your_hobbies,small_talk,train,True
share some of your hobbies with me,what_are_your_hobbies,small_talk,train,True
what keeps you busy in your free time,what_are_your_hobbies,small_talk,train,True
what makes you happy in your free time,what_are_your_hobbies,small_talk,train,True
what do you do in your down time,what_are_your_hobbies,small_talk,train,True
please share your hobbies with me,what_are_your_hobbies,small_talk,train,True
lets talk about your hobbies,what_are_your_hobbies,small_talk,train,True
what kind of hobbies do you have,what_are_your_hobbies,small_talk,train,True
what hobbies do you enjoy in your free time,what_are_your_hobbies,small_talk,train,True
what kind of hobbies do you like to do,what_are_your_hobbies,small_talk,train,True
what sort of things do you enjoy,what_are_your_hobbies,small_talk,train,True
what are your favorite activities,what_are_your_hobbies,small_talk,train,True
what hobbies do you like to partake in,what_are_your_hobbies,small_talk,train,True
what sort of hobbies do you enjoy,what_are_your_hobbies,small_talk,train,True
what do you do for fun in your free time,what_are_your_hobbies,small_talk,train,True
tell me what you do in your free time,what_are_your_hobbies,small_talk,train,True
what you do at the free time,what_are_your_hobbies,small_talk,train,True
so what do you do at free time,what_are_your_hobbies,small_talk,train,True
at free time what do you do,what_are_your_hobbies,small_talk,train,True
what do you enjoy doing in your leisure time,what_are_your_hobbies,small_talk,train,True
what types of hobbies do you enjoy,what_are_your_hobbies,small_talk,train,True
what types of things do you like to do in your spare time,what_are_your_hobbies,small_talk,train,True
what sorts of things are you into,what_are_your_hobbies,small_talk,train,True
what sorts of things do you do for fun,what_are_your_hobbies,small_talk,train,True
what sort of hobbies are you into,what_are_your_hobbies,small_talk,train,True
how do you like to spend your free time,what_are_your_hobbies,small_talk,train,True
inform me what you do for fun in your free time,what_are_your_hobbies,small_talk,train,True
i gotta know your hobbies,what_are_your_hobbies,small_talk,train,True
can you tell me your hobbies,what_are_your_hobbies,small_talk,train,True
tell your hobbies,what_are_your_hobbies,small_talk,train,True
what do you do in your free time,what_are_your_hobbies,small_talk,train,True
i wanna know your hobbies,what_are_your_hobbies,small_talk,train,True
i wish to know your hobbies,what_are_your_hobbies,small_talk,train,True
what's the cheapest fares from lax to sfo for round trip flights leaving april 1st and returning april 7th,book_flight,travel,train,True
"for the dates april 1st to the 7th, find me round trip air tickets from la to sfo",book_flight,travel,train,True
what southwest flights are there for lax to sfo arriving april 1st and returning april 7th,book_flight,travel,train,True
what airlines have flights round trip on april 1st to april 7th from lax to sfo,book_flight,travel,train,True
find me round trip flights out of lax to sfox,book_flight,travel,train,True
find me a flight from tijuana to guadalajara on volaris,book_flight,travel,train,True
i need a flight to be booked from san diego to boston through frontier,book_flight,travel,train,True
i want a flight booked from new york to san francisco with continental,book_flight,travel,train,True
get me a flight booked from houston to phoenix with american airlines,book_flight,travel,train,True
i want to fly southwest from dallas to phoenix,book_flight,travel,train,True
book a flight from chicago to dc on monday and returning on wednesday,book_flight,travel,train,True
i need to get a flight out of lax to dia on the 16th for under four hundred,book_flight,travel,train,True
book a flight from sacremento to tampa two weeks from now and returning a month after,book_flight,travel,train,True
i'm looking for a roundtrip flight from afw to dgb for tomorrow until next week,book_flight,travel,train,True
"i'm looking for a roundtrip flight from oma to sps august 1st, 2019 to august 2nd, 2019",book_flight,travel,train,True
i need to get a flight out of tampa to chicago in a month for under $123,book_flight,travel,train,True
book a flight from denver to austin on the 16th and returning on the 20th,book_flight,travel,train,True
book a flight from bangor to las vegas on may 1st and returning july 4th,book_flight,travel,train,True
book a flight from seattle to dallas-fort worth on april the 1st and returning on april 5th,book_flight,travel,train,True
i need to get a flight out of seattle to dulles next week for under $500,book_flight,travel,train,True
i'm looking for a roundtrip flight from koa to mgj for june to july,book_flight,travel,train,True
i need to get a flight out of denver to houston on friday for under $250,book_flight,travel,train,True
"i need to get a flight out of my local airport to england on monday, the 23rd for under a grand",book_flight,travel,train,True
i'm looking for a roundtrip flight from aaf to dia for february 23rd to february 28th,book_flight,travel,train,True
i'm looking for a roundtrip flight from fwa to hsv for march first to march fifth,book_flight,travel,train,True
compare fares for al italia from bucharest to tampa returning before thanksgiving,book_flight,travel,train,True
cheapest fare for flight from tehran to new york on august 1 with return on august 20,book_flight,travel,train,True
compare prices for flights from recife to miami leaving may 20 returning june 5,book_flight,travel,train,True
i need you to book me a flight from chicago to montpelier via united,book_flight,travel,train,True
i need a roundtrip flight for 5/2 to 5/8 from nyc to los angeles,book_flight,travel,train,True
can you find me a roundtrip flight from orlando to austin for 3/28 to 4/5,book_flight,travel,train,True
use delta to book me a flight from dallas to pittsburgh,book_flight,travel,train,True
help me find a roundtrip flight for may 7th through the 20th from pittsburgh to chicago,book_flight,travel,train,True
could you make a flight reservation with air emirates from orlando to london,book_flight,travel,train,True
"can you find me a flight from portland, oregon to portland, maine for under $500 on delta",book_flight,travel,train,True
fly me from pit to pdx on delta for under $300,book_flight,travel,train,True
book a flight from la to madrid with southwest,book_flight,travel,train,True
i'd like a flight from laguardia to orlando on southwest for under $400,book_flight,travel,train,True
"i'm going to boston from bangor on july 25th through the 29th, and need you to find me a roundtrip flight",book_flight,travel,train,True
i need to get from jfk to dallas with united for under $500,book_flight,travel,train,True
i need a flight from nyc to paris with delta,book_flight,travel,train,True
could you get me a delta flight from sioux falls to philadelphia for under $400,book_flight,travel,train,True
i want to find a roundtrip flight from philadelphia to sioux falls from august 3rd through august 25th,book_flight,travel,train,True
reserve me a flight from ft lauderdale to houston on southwest,book_flight,travel,train,True
find me a roundtrip flight from dallas to los angeles from march 2 to march 10,book_flight,travel,train,True
"buy tickets for a flight from nyc to la on march 1, returning on march 5",book_flight,travel,train,True
book me a flight out of la to chicago on march 3rd for under $500,book_flight,travel,train,True
"book flights for me from nyc to la on march 1, returning on march 5",book_flight,travel,train,True
look for a flight out of la to chicago on march 3rd for under $500,book_flight,travel,train,True
find me a flight from ft lauderdale to houston on southwest,book_flight,travel,train,True
i need to book a roundtrip flight from dallas to los angeles from march 2 to march 10,book_flight,travel,train,True
get me a flight from ft lauderale to houston on southwest,book_flight,travel,train,True
are there any flights out of la to chicago on march 3rd for under $500,book_flight,travel,train,True
"search for a flight from nyc to la on march 1, returning on march 5",book_flight,travel,train,True
list roundtrip flights available from dallas to los angeles from march 2 to march 10,book_flight,travel,train,True
confirm a flight for me from ft lauderdale to houston on southwest,book_flight,travel,train,True
search for a flight out of la to chicago on march 3rd for under $500,book_flight,travel,train,True
"buy a flight for me from nyc to la on march 1, returning on march 5",book_flight,travel,train,True
can you show me roundtrip flights from dallas to los angeles from march 2 to march 10,book_flight,travel,train,True
i need you to book me a flight from ft lauderdale to houston on southwest,book_flight,travel,train,True
"find me a flight from nyc to la on march 1, returning on march 5",book_flight,travel,train,True
find me a flight out of la to chicago on march 3rd for under $500,book_flight,travel,train,True
what are some roundtrip flights from dallas to los angeles from march 2 to march 10,book_flight,travel,train,True
i want to buy a plane ticket to travel from miami to honolulu on the 29th of february i need a return flight on march 5th,book_flight,travel,train,True
i need to take a flight from florida to alabama on january 25th and i need to get back by the 30th,book_flight,travel,train,True
i want to book a flight reservation from texas to new york on may 9th and i want to come back on the 15th,book_flight,travel,train,True
i want to book a flight from hawaii to new york on july 8th and returning on july 10th,book_flight,travel,train,True
i need to book a flight from texas to new york on may 25th and returning on the 28th,book_flight,travel,train,True
"buy a flight from santa fe to jacksonville on new year's eve that returns on the fourth, please",book_flight,travel,train,True
purchase a flight from slc to columbus on tuesday that returns on friday,book_flight,travel,train,True
"purchase a flight from fiji to san diego on november 1 that returns on december 1, please",book_flight,travel,train,True
purchase a flight from boise to sacramento on sunday and returning on wednesday,book_flight,travel,train,True
buy a flight from phoenix to el paso on august 30 that returns on labor day,book_flight,travel,train,True
book delta ticket madison to atlanta,book_flight,travel,train,True
make delta reservation from madison to atlanta,book_flight,travel,train,True
madison to atlanta delta ticket,book_flight,travel,train,True
buy delta ticket madison to atlanta,book_flight,travel,train,True
schedule flight from madison to atlanta on delta,book_flight,travel,train,True
"book a flight from pensacola, fl to houston, tx on 17 february 2019 and returning on 7 march 2019",book_flight,travel,train,True
"book a flight from jacksonville, fl to atlanta, ga on 14 february 2019 and returning on 1 march 2019",book_flight,travel,train,True
"book a flight from key west, fl to san antonio, tx on 18 february 2019 and returning on 5 march 2019",book_flight,travel,train,True
"book a flight from tampa, fl to baltimore, md on 11 february 2019 and returning on 19 march 2019",book_flight,travel,train,True
"book a flight from miami, fl to columbus, ga on 16 february 2019 and returning on 2 march 2019",book_flight,travel,train,True
show me roundtrip flights from dallas to houston for march 7 and march 10,book_flight,travel,train,True
i am needing you to look up roundtrip flights form houston to miami for april 12 and april 15,book_flight,travel,train,True
could you check and let me know roundtrip flights from dallas to houston for march 7 and march 20,book_flight,travel,train,True
i need you to get me a flight booked from houston to miami on united airlines,book_flight,travel,train,True
i am needing to get a flight out of el paso to dallas on march 10 for under $300,book_flight,travel,train,True
would you give me available flights out of dallas to miami on june 8 for under $340,book_flight,travel,train,True
would you let me know what flights are available out of dallas to el paso on march 20 for under $400,book_flight,travel,train,True
let me know what flights there are out of dallas to miami on march 10 for under $450,book_flight,travel,train,True
would you book me a flight to miami from dallas on southwest airlines,book_flight,travel,train,True
i need a flight booked from dallas to miami on american airlines,book_flight,travel,train,True
i am wanting you to book me a flight from houston to miami on united airlines,book_flight,travel,train,True
would you look up roundtrip flights from dallas to houston for march 7 and march 10,book_flight,travel,train,True
i would like to know what flights are available out of el paso to dallas on june 10 for under $300,book_flight,travel,train,True
please get me a flight booked from miami to dallas on american airlines,book_flight,travel,train,True
get me roundtrip flight information for flights from dallas to houston for june 8 and june 17,book_flight,travel,train,True
get me a flight for tuesday on spiritcom to las vegas from chicago,book_flight,travel,train,True
book me a flight from o'hare to las vegas on deltacom,book_flight,travel,train,True
would you let me know what is on my shopping list,shopping_list,home,train,True
list out what is on my shopping list,shopping_list,home,train,True
i need for you to tell me what is on my shopping list,shopping_list,home,train,True
do you want me to shop for peanut butter,shopping_list,home,train,True
do you want peanut butter for your lunches this week,shopping_list,home,train,True
do you prefer peanut butter or cheese for your celery,shopping_list,home,train,True
did i put bread on my shopping list,shopping_list,home,train,True
i need to know the items on my shopping list,shopping_list,home,train,True
can you tell me if i have paper towels on my shopping list,shopping_list,home,train,True
does my shopping list include apples right now,shopping_list,home,train,True
can you look up what my shopping list has on it,shopping_list,home,train,True
do i have carrots on my shopping list,shopping_list,home,train,True
is ice cream currently on my shopping list,shopping_list,home,train,True
tell me what's on my shopping list,shopping_list,home,train,True
name the items on my shopping list,shopping_list,home,train,True
pull up my shopping list for me,shopping_list,home,train,True
what did i write down on my shopping list this time,shopping_list,home,train,True
what stuff did i put on my shopping list,shopping_list,home,train,True
my shopping list contains what again,shopping_list,home,train,True
what does my shopping list entail,shopping_list,home,train,True
what does my shopping list involve,shopping_list,home,train,True
what are my shopping list's content,shopping_list,home,train,True
tell me my shopping list,shopping_list,home,train,True
i need to hear what's on my shopping list,shopping_list,home,train,True
go over my shopping list with me,shopping_list,home,train,True
what do i have on my shopping list,shopping_list,home,train,True
what things are on my shopping list,shopping_list,home,train,True
list out my shopping list for me,shopping_list,home,train,True
can you list my shopping list for me,shopping_list,home,train,True
read me my shopping list please,shopping_list,home,train,True
what are the contents of my shopping list,shopping_list,home,train,True
i'd like to know what is on my shopping list,shopping_list,home,train,True
what is available on the shopping list,shopping_list,home,train,True
show me what's on the shopping list,shopping_list,home,train,True
what can you see on my shopping list,shopping_list,home,train,True
tell me what i put on the shopping list,shopping_list,home,train,True
what are all the things on the shopping list,shopping_list,home,train,True
i'd like to know what's on the shopping list,shopping_list,home,train,True
i need to know the things on my shopping list,shopping_list,home,train,True
tell me what i can find on the shopping list,shopping_list,home,train,True
tell me the things on my shopping list,shopping_list,home,train,True
read off shopping list,shopping_list,home,train,True
tell me whats on my shopping list,shopping_list,home,train,True
what's on my shopping list,shopping_list,home,train,True
check if my shopping list has tomato,shopping_list,home,train,True
does my shopping list have tomato written on it,shopping_list,home,train,True
on the shopping list did i put tomato,shopping_list,home,train,True
do i have tomato on the shopping list,shopping_list,home,train,True
is tomato on my shopping list,shopping_list,home,train,True
list everything on my shopping list,shopping_list,home,train,True
read my entire shopping list to me,shopping_list,home,train,True
display shopping list,shopping_list,home,train,True
can you show me my shopping list,shopping_list,home,train,True
can you read my shopping list to me,shopping_list,home,train,True
what all do i have on my shopping list,shopping_list,home,train,True
read me everything on my shopping list,shopping_list,home,train,True
can you tell me whats on my shopping list,shopping_list,home,train,True
can you tell me what i have on my shopping list,shopping_list,home,train,True
i need to know what i have on my shopping list,shopping_list,home,train,True
i'd like to know what's on my shopping list,shopping_list,home,train,True
read my shopping list to me,shopping_list,home,train,True
my list for shopping has what on it,shopping_list,home,train,True
my shopping list contains what,shopping_list,home,train,True
what do i need to buy at the store,shopping_list,home,train,True
what do i need to get when i go shopping,shopping_list,home,train,True
what do i have on my list for shopping,shopping_list,home,train,True
what products are on my shopping list,shopping_list,home,train,True
what did i put on my shopping list,shopping_list,home,train,True
what does my shopping list consist of,shopping_list,home,train,True
which purchases are on my shopping list,shopping_list,home,train,True
read me my shopping list,shopping_list,home,train,True
tell me what my shopping list consists of,shopping_list,home,train,True
can you remind me what i put on my shopping list,shopping_list,home,train,True
what all is on my shopping list,shopping_list,home,train,True
what did i put on my shopping list so far,shopping_list,home,train,True
give me all contents of my shopping list,shopping_list,home,train,True
i need to know what is on my shopping list,shopping_list,home,train,True
"can you tell me my shopping list items, please",shopping_list,home,train,True
what items are on my shopping list,shopping_list,home,train,True
do i need to get milk,shopping_list,home,train,True
do i need milk at the store,shopping_list,home,train,True
did i remember to put milk in the shopping list,shopping_list,home,train,True
did i put milk on the shopping list,shopping_list,home,train,True
tell me what is on my shopping list,shopping_list,home,train,True
what do i need to go shopping for,shopping_list,home,train,True
what do i need when i go shopping,shopping_list,home,train,True
what does my shopping list say that i should get,shopping_list,home,train,True
what kind of items are on my shopping list,shopping_list,home,train,True
whats on my shopping list at the moment,shopping_list,home,train,True
whats on my list for shopping,shopping_list,home,train,True
is there milk on my shopping list,shopping_list,home,train,True
does my shopping list consist of chips,shopping_list,home,train,True
are tomatoes on my shopping list,shopping_list,home,train,True
is a toothbrush on my shopping list,shopping_list,home,train,True
does my shopping list include corn,shopping_list,home,train,True
do i have a big shopping list,shopping_list,home,train,True
show everything on my to buy list,shopping_list,home,train,True
show shopping list,shopping_list,home,train,True
what's on the shopping list,shopping_list,home,train,True
show me my shopping list,shopping_list,home,train,True
can you text elizabeth and tell them i forgot to bring drinks,text,utility,train,True
text wenona and tell her we will be there tomorrow,text,utility,train,True
text christopher and tell him i will stop by,text,utility,train,True
text audrey and tell her i will be there soon,text,utility,train,True
text christy and ask her what she wants for dinner,text,utility,train,True
can you text christopher and tell them im on my way,text,utility,train,True
text roderick and tell him im running late,text,utility,train,True
can you text marissa and tell them to stop calling me,text,utility,train,True
can you text arthur and tell them im almost there,text,utility,train,True
can you text kayla and tell them im running late,text,utility,train,True
text chris and ask what time he will be home,text,utility,train,True
send a text and tell chris i’m not working today,text,utility,train,True
text message chris and say i love you,text,utility,train,True
send chris a text message that says stop for milk on your way home,text,utility,train,True
send a text message to chris and ask what he wants to eat for dinner,text,utility,train,True
send ally a text message the message is that i just landed,text,utility,train,True
could you send a text to marty and say i am running behind,text,utility,train,True
send a text to brooklyn with the message that i will see them later,text,utility,train,True
please text nancy and give them the message that i am on vacation,text,utility,train,True
text bill and tell him i'll be 30 minutes late,text,utility,train,True
send a text to lisa and ask her to call me when she gets home,text,utility,train,True
give a text to my cousin linda that says happy birthday,text,utility,train,True
text tony and invite him to my party next saturday,text,utility,train,True
send my brother mike a text that says i'm home,text,utility,train,True
i have to send a text,text,utility,train,True
i need you to text someone for me,text,utility,train,True
send sal a text and tell them thanks,text,utility,train,True
i need you to send a text,text,utility,train,True
text sal and let them know the answer is yes,text,utility,train,True
let sal know by text i will be attending,text,utility,train,True
i have to have a text sent,text,utility,train,True
text sal and tell them hi,text,utility,train,True
i need sal to be texted and say i'll be there,text,utility,train,True
please send ann a text and tell her i will be home in 20 minutes,text,utility,train,True
please send a text to phil and ask him if he wants to play golf this weekend,text,utility,train,True
send bill a text for me and tell him i will be 30 minutes late,text,utility,train,True
send a text to ashley and ask her what she wants to do for supper,text,utility,train,True
send amy a text for me and tell her i need to meet,text,utility,train,True
i want to send a text message to,text,utility,train,True
create a text message to,text,utility,train,True
communicate via text to,text,utility,train,True
send text message to,text,utility,train,True
send a text message for me,text,utility,train,True
please send a text message to natalie for me,text,utility,train,True
i want to text natalie,text,utility,train,True
i want you to send a text message for me,text,utility,train,True
send a message to natalie in the form of a text,text,utility,train,True
message mom where are you,text,utility,train,True
compose a text to mom i'll talk to you later,text,utility,train,True
send mom a message i'll talk to you later,text,utility,train,True
send mom a text asking where are you,text,utility,train,True
send a text for me,text,utility,train,True
i want to send a text,text,utility,train,True
send a text to mom i'll talk to you later,text,utility,train,True
text mom i'll talk to you later,text,utility,train,True
text robby hello,text,utility,train,True
text mom and let her know i'll be there soon,text,utility,train,True
text mom where are you,text,utility,train,True
send mom a text i'll talk to you later,text,utility,train,True
compose text message,text,utility,train,True
send a message to mom be there soon,text,utility,train,True
start a new text,text,utility,train,True
create a new text,text,utility,train,True
set up a new text message,text,utility,train,True
send a text message to alice,text,utility,train,True
text alice,text,utility,train,True
write a text to alice,text,utility,train,True
text a message to alice,text,utility,train,True
text my doctor and tell him it happened again,text,utility,train,True
text mary and tell them i'm on my way,text,utility,train,True
text robert and tell him winter is coming,text,utility,train,True
text nick and tell him the car's ready,text,utility,train,True
text my wife and tell her i'm divorcing her,text,utility,train,True
can you tell bob to get his dog via text,text,utility,train,True
can you send a text to my mother irene and tell her i love her,text,utility,train,True
can you text mary and tell them it's ready,text,utility,train,True
can you ping priest chris with a text and send the following confession,text,utility,train,True
can you text the sgt adam and tell them i found the missing girl,text,utility,train,True
text matt and tell him i will be late tonight,text,utility,train,True
text paul and ask him what time the cookout is on saturday,text,utility,train,True
start a new text to maureen and tell her i go mom's christmas present,text,utility,train,True
text billy and tell him to be at monday's meeting at 3pm,text,utility,train,True
text william and ask him to pick up organic apples tonight,text,utility,train,True
write text message to someone,text,utility,train,True
text someone,text,utility,train,True
can you send a text to someone,text,utility,train,True
write text and send to someone,text,utility,train,True
send a text to someone,text,utility,train,True
text my friend for me and tell them to meet me later,text,utility,train,True
text my boss for me and tell them i will be a little bit late,text,utility,train,True
text my coworker for me and tell them the due date,text,utility,train,True
text my dad for me and tell them i love you,text,utility,train,True
text my mom for me and tell them i will be home soon,text,utility,train,True
please send a text,text,utility,train,True
send a text message,text,utility,train,True
i need to send a text,text,utility,train,True
can you send a text for me,text,utility,train,True
create a new text message,text,utility,train,True
please send a message to peter telling him to pick up milk,text,utility,train,True
text josh and tell him i need a delivery,text,utility,train,True
the bill for water and electricity is how much,bill_balance,banking,train,True
what's my bill for water and electricity,bill_balance,banking,train,True
"for my water and electricity, how much is the bill",bill_balance,banking,train,True
how much is the bill for my water and electricity,bill_balance,banking,train,True
my water and electricity bill is how much,bill_balance,banking,train,True
what is the total amount that i owe to sony and verizon,bill_balance,banking,train,True
please tell me how much i owe sprint and how much i owe hsn,bill_balance,banking,train,True
tell me how much my verizon and comcast bill come to together,bill_balance,banking,train,True
how much in total do i need to pay cox and at&t,bill_balance,banking,train,True
please let me know how much my bills for comcast and sprint total,bill_balance,banking,train,True
what do my bills add up to,bill_balance,banking,train,True
how much do i owe in bills,bill_balance,banking,train,True
what's the balance on my bills,bill_balance,banking,train,True
read my bill balances,bill_balance,banking,train,True
how much are my bills,bill_balance,banking,train,True
find out what my water bill costs please,bill_balance,banking,train,True
how much is my electricity bill costing me,bill_balance,banking,train,True
find out the cost of my bill payments,bill_balance,banking,train,True
let me know the amounts i owe for my utilities and tuition bills,bill_balance,banking,train,True
how much money do i need to spend on bill payments,bill_balance,banking,train,True
can you tell me what i owe for this month's phone bill,bill_balance,banking,train,True
tell me the sum total of my water and electricity bills,bill_balance,banking,train,True
can you tell me the total cost of my bills please,bill_balance,banking,train,True
what is the total amount due on my electricity bill,bill_balance,banking,train,True
what am i being charged for my water bill,bill_balance,banking,train,True
tell me how much my cable bill is,bill_balance,banking,train,True
what is the total for my utilities bill this month,bill_balance,banking,train,True
how much do i owe for my gas and phone bills,bill_balance,banking,train,True
tell me what is owed for my water and gas bills,bill_balance,banking,train,True
i need to know the amounts due for my utilities and cable bills,bill_balance,banking,train,True
let me know how much money i will need to spend on paying bills,bill_balance,banking,train,True
please let me know how much my gas bill is,bill_balance,banking,train,True
i need to know the cost of the cable bill,bill_balance,banking,train,True
how much in total will i be paying for bills,bill_balance,banking,train,True
what do i owe for my utilities bill,bill_balance,banking,train,True
please give me the full balance on my water bill,bill_balance,banking,train,True
how much is the total due for my pgw gas bill,bill_balance,banking,train,True
what's the amount due on my latest sprint bill,bill_balance,banking,train,True
"i need the dollar amount due on my verizon bill, please",bill_balance,banking,train,True
can you tell me what the amount on my directv bill is,bill_balance,banking,train,True
remind me of the invoice total for my plumbing bill,bill_balance,banking,train,True
tell me what amount i have to pay for my directv bill please,bill_balance,banking,train,True
i need to know my bill total for my verizon payment due this month,bill_balance,banking,train,True
please find the current balance on my con edison bill,bill_balance,banking,train,True
what's the balance on my sprint account,bill_balance,banking,train,True
